id|name|benefit_code|restaurant_id
794|Book tables unavailable to the public|REF667|7592
794|Book tables unavailable to the public|REF667|1577
794|Book tables unavailable to the public|REF667|3245
794|Book tables unavailable to the public|REF667|7537
794|Book tables unavailable to the public|REF667|1146
794|Book tables unavailable to the public|REF667|2876
794|Book tables unavailable to the public|REF667|7432
794|Book tables unavailable to the public|REF667|5642
794|Book tables unavailable to the public|REF667|7565
794|Book tables unavailable to the public|REF667|8398
794|Book tables unavailable to the public|REF667|4494
794|Book tables unavailable to the public|REF667|8144
794|Book tables unavailable to the public|REF667|3856
794|Book tables unavailable to the public|REF667|4049
794|Book tables unavailable to the public|REF667|2770
794|Book tables unavailable to the public|REF667|4816
794|Book tables unavailable to the public|REF667|7836
794|Book tables unavailable to the public|REF667|7996
794|Book tables unavailable to the public|REF667|1068
794|Book tables unavailable to the public|REF667|4781
794|Book tables unavailable to the public|REF667|6767
794|Book tables unavailable to the public|REF667|2290
794|Book tables unavailable to the public|REF667|4792
794|Book tables unavailable to the public|REF667|4796
794|Book tables unavailable to the public|REF667|1853
876|Book tables unavailable to the public|REF692|385
876|Book tables unavailable to the public|REF692|7042
876|Book tables unavailable to the public|REF692|75
876|Book tables unavailable to the public|REF692|1101
876|Book tables unavailable to the public|REF692|335
876|Book tables unavailable to the public|REF692|528
876|Book tables unavailable to the public|REF692|1044
876|Book tables unavailable to the public|REF692|7959
876|Book tables unavailable to the public|REF692|7961
876|Book tables unavailable to the public|REF692|90
876|Book tables unavailable to the public|REF692|539
876|Book tables unavailable to the public|REF692|350
876|Book tables unavailable to the public|REF692|4832
876|Book tables unavailable to the public|REF692|356
876|Book tables unavailable to the public|REF692|4006
876|Book tables unavailable to the public|REF692|3754
876|Book tables unavailable to the public|REF692|372
876|Book tables unavailable to the public|REF692|2485
876|Book tables unavailable to the public|REF692|3971
876|Book tables unavailable to the public|REF692|8133
876|Book tables unavailable to the public|REF692|8135
876|Book tables unavailable to the public|REF692|7689
876|Book tables unavailable to the public|REF692|8138
876|Book tables unavailable to the public|REF692|7819
876|Book tables unavailable to the public|REF692|7691
876|Book tables unavailable to the public|REF692|8013
876|Book tables unavailable to the public|REF692|7700
876|Book tables unavailable to the public|REF692|7701
876|Book tables unavailable to the public|REF692|3418
876|Book tables unavailable to the public|REF692|1051
876|Book tables unavailable to the public|REF692|7708
876|Book tables unavailable to the public|REF692|8156
876|Book tables unavailable to the public|REF692|1055
876|Book tables unavailable to the public|REF692|1643
876|Book tables unavailable to the public|REF692|8499
876|Book tables unavailable to the public|REF692|8061
876|Book tables unavailable to the public|REF692|7234
876|Book tables unavailable to the public|REF692|7235
876|Book tables unavailable to the public|REF692|6475
876|Book tables unavailable to the public|REF692|2476
876|Book tables unavailable to the public|REF692|3504
876|Book tables unavailable to the public|REF692|7952
876|Book tables unavailable to the public|REF692|7984
876|Book tables unavailable to the public|REF692|8083
876|Book tables unavailable to the public|REF692|5107
876|Book tables unavailable to the public|REF692|3737
876|Book tables unavailable to the public|REF692|8606
876|Book tables unavailable to the public|REF692|8450
876|Book tables unavailable to the public|REF692|1794
876|Book tables unavailable to the public|REF692|1927
876|Book tables unavailable to the public|REF692|3979
876|Book tables unavailable to the public|REF692|1934
876|Book tables unavailable to the public|REF692|2447
876|Book tables unavailable to the public|REF692|8593
876|Book tables unavailable to the public|REF692|3985
876|Book tables unavailable to the public|REF692|3473
876|Book tables unavailable to the public|REF692|3475
876|Book tables unavailable to the public|REF692|6042
876|Book tables unavailable to the public|REF692|5916
876|Book tables unavailable to the public|REF692|2464
876|Book tables unavailable to the public|REF692|3105
876|Book tables unavailable to the public|REF692|6562
876|Book tables unavailable to the public|REF692|1063
876|Book tables unavailable to the public|REF692|2220
876|Book tables unavailable to the public|REF692|3119
876|Book tables unavailable to the public|REF692|8502
876|Book tables unavailable to the public|REF692|3900
876|Book tables unavailable to the public|REF692|2624
876|Book tables unavailable to the public|REF692|2372
876|Book tables unavailable to the public|REF692|3147
876|Book tables unavailable to the public|REF692|7119
876|Book tables unavailable to the public|REF692|1107
876|Book tables unavailable to the public|REF692|1118
876|Book tables unavailable to the public|REF692|5215
876|Book tables unavailable to the public|REF692|4193
876|Book tables unavailable to the public|REF692|4066
876|Book tables unavailable to the public|REF692|7394
876|Book tables unavailable to the public|REF692|4450
876|Book tables unavailable to the public|REF692|1128
876|Book tables unavailable to the public|REF692|4840
876|Book tables unavailable to the public|REF692|8171
876|Book tables unavailable to the public|REF692|5371
876|Book tables unavailable to the public|REF692|4095
876|Book tables unavailable to the public|REF692|7259
876|Book tables unavailable to the public|REF692|4845
876|Book tables unavailable to the public|REF692|2525
876|Book tables unavailable to the public|REF692|4961
876|Book tables unavailable to the public|REF692|3454
876|Book tables unavailable to the public|REF692|7686
876|Book tables unavailable to the public|REF692|73
876|Book tables unavailable to the public|REF692|7561
876|Book tables unavailable to the public|REF692|1229
876|Book tables unavailable to the public|REF692|2514
876|Book tables unavailable to the public|REF692|5203
876|Book tables unavailable to the public|REF692|408
876|Book tables unavailable to the public|REF692|3102
876|Book tables unavailable to the public|REF692|3225
876|Book tables unavailable to the public|REF692|7690
876|Book tables unavailable to the public|REF692|1047
795|Book through us for priority reservations|REF668|3456
795|Book through us for priority reservations|REF668|8129
795|Book through us for priority reservations|REF668|6980
795|Book through us for priority reservations|REF668|1159
795|Book through us for priority reservations|REF668|8021
795|Book through us for priority reservations|REF668|6999
795|Book through us for priority reservations|REF668|2460
795|Book through us for priority reservations|REF668|8286
795|Book through us for priority reservations|REF668|7201
795|Book through us for priority reservations|REF668|1194
795|Book through us for priority reservations|REF668|7596
795|Book through us for priority reservations|REF668|1772
795|Book through us for priority reservations|REF668|1778
795|Book through us for priority reservations|REF668|7538
795|Book through us for priority reservations|REF668|7543
795|Book through us for priority reservations|REF668|6588
795|Book through us for priority reservations|REF668|4161
795|Book through us for priority reservations|REF668|7301
795|Book through us for priority reservations|REF668|7274
795|Book through us for priority reservations|REF668|3824
795|Book through us for priority reservations|REF668|4403
795|Book through us for priority reservations|REF668|7284
795|Book through us for priority reservations|REF668|3831
795|Book through us for priority reservations|REF668|7260
795|Book through us for priority reservations|REF668|4637
877|Book through us for priority reservations|REF693|8001
877|Book through us for priority reservations|REF693|7174
877|Book through us for priority reservations|REF693|1672
877|Book through us for priority reservations|REF693|1866
877|Book through us for priority reservations|REF693|844
877|Book through us for priority reservations|REF693|4429
877|Book through us for priority reservations|REF693|2703
877|Book through us for priority reservations|REF693|3409
877|Book through us for priority reservations|REF693|1879
877|Book through us for priority reservations|REF693|8028
877|Book through us for priority reservations|REF693|8159
877|Book through us for priority reservations|REF693|8100
877|Book through us for priority reservations|REF693|7717
877|Book through us for priority reservations|REF693|5163
877|Book through us for priority reservations|REF693|3118
877|Book through us for priority reservations|REF693|5102
877|Book through us for priority reservations|REF693|1902
877|Book through us for priority reservations|REF693|6451
877|Book through us for priority reservations|REF693|6707
877|Book through us for priority reservations|REF693|1525
877|Book through us for priority reservations|REF693|6902
877|Book through us for priority reservations|REF693|5112
877|Book through us for priority reservations|REF693|3705
877|Book through us for priority reservations|REF693|3709
877|Book through us for priority reservations|REF693|8127
877|Book through us for priority reservations|REF693|2560
877|Book through us for priority reservations|REF693|3721
877|Book through us for priority reservations|REF693|6282
877|Book through us for priority reservations|REF693|2317
877|Book through us for priority reservations|REF693|3341
877|Book through us for priority reservations|REF693|7185
877|Book through us for priority reservations|REF693|3345
877|Book through us for priority reservations|REF693|3350
877|Book through us for priority reservations|REF693|1430
877|Book through us for priority reservations|REF693|1305
877|Book through us for priority reservations|REF693|8091
877|Book through us for priority reservations|REF693|7196
877|Book through us for priority reservations|REF693|1571
877|Book through us for priority reservations|REF693|6950
877|Book through us for priority reservations|REF693|6955
877|Book through us for priority reservations|REF693|1718
877|Book through us for priority reservations|REF693|1338
877|Book through us for priority reservations|REF693|4030
877|Book through us for priority reservations|REF693|1088
877|Book through us for priority reservations|REF693|4034
877|Book through us for priority reservations|REF693|8004
877|Book through us for priority reservations|REF693|4294
877|Book through us for priority reservations|REF693|4176
877|Book through us for priority reservations|REF693|8533
877|Book through us for priority reservations|REF693|7510
877|Book through us for priority reservations|REF693|3291
877|Book through us for priority reservations|REF693|3678
877|Book through us for priority reservations|REF693|2025
877|Book through us for priority reservations|REF693|2922
877|Book through us for priority reservations|REF693|7532
877|Book through us for priority reservations|REF693|8176
877|Book through us for priority reservations|REF693|2677
877|Book through us for priority reservations|REF693|1408
877|Book through us for priority reservations|REF693|7939
877|Book through us for priority reservations|REF693|6404
877|Book through us for priority reservations|REF693|2697
877|Book through us for priority reservations|REF693|1803
877|Book through us for priority reservations|REF693|7437
877|Book through us for priority reservations|REF693|6551
877|Book through us for priority reservations|REF693|7704
877|Book through us for priority reservations|REF693|4632
877|Book through us for priority reservations|REF693|7835
877|Book through us for priority reservations|REF693|4765
877|Book through us for priority reservations|REF693|1956
877|Book through us for priority reservations|REF693|3367
877|Book through us for priority reservations|REF693|4784
877|Book through us for priority reservations|REF693|7601
877|Book through us for priority reservations|REF693|2099
877|Book through us for priority reservations|REF693|7997
877|Book through us for priority reservations|REF693|4797
877|Book through us for priority reservations|REF693|4414
877|Book through us for priority reservations|REF693|4802
